system,code,display_in_ig,official_display,status,verified_on,verified_via,source_version,method,note,files
SNOMED,425405005,Excellent (qualifier value),Excellent,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/extensions/SleepQuality.fsh;input/fsh/terminology/SharedQualifierValueSets.fsh
SNOMED,427047002,Holter extended electrocardiographic recording,Holter extended electrocardiographic recording,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSLabRecommendations.fsh
SNOMED,428041000124106,Occasional tobacco smoker (finding),Occasional tobacco smoker,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,"Vocab2: not a standard concept | SCTID namespace is an extension, not International",input/fsh/valuesets/GPSCompatibleSNOMEDVS.fsh;input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,428911000124108,Comprehensive medication therapy review,Comprehensive medication therapy review,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,"SCTID namespace is an extension, not International",input/fsh/terminology/ValueSetCDSSInterventionRecommendations.fsh
SNOMED,43783005,Moderate drinker (finding),Moderate drinker,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/examples/ExtensionAndSubstanceExamples.fsh;input/fsh/examples/SubstanceUseExamples.fsh;input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,439894008,Provision of device,Provision of device,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSInterventionRecommendations.fsh
SNOMED,441041000124100,Nutrition counseling,Nutrition counseling,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,"SCTID namespace is an extension, not International",input/fsh/terminology/ValueSetCDSSInterventionRecommendations.fsh
SNOMED,447051007,Lives with spouse,Lives with spouse,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/profiles/FamilyStructureProfile.fsh
SNOMED,44870007,Ex-drug user (finding),Misused drugs in past,display-mismatch,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,tx display check: 'Ex-drug user (finding)' — Wrong Display Name 'Ex-drug user (finding)' for http://snomed.info/sct#44870007. Valid dis,input/fsh/examples/SubstanceUseExamples.fsh;input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,448703006,Pulse oximeter,Pulse oximeter,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/examples/VitalSignsExamples.fsh
SNOMED,449868002,Smokes tobacco daily (finding),Smokes tobacco daily,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,Vocab2: not a standard concept,input/fsh/examples/SubstanceUseExamples.fsh;input/fsh/valuesets/GPSCompatibleSNOMEDVS.fsh;input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,45048000,Neck,Neck structure,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SymptomValueSets.fsh
SNOMED,48694002,Anxiety,Anxiety,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/MoodValueSet.fsh
SNOMED,49062001,Device,Device,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/extensions/BodyMetricsExtensions.fsh
SNOMED,51185008,Chest,Thoracic structure,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SymptomValueSets.fsh
SNOMED,5159002,Physiologic monitoring system,Physiologic monitoring system,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/examples/BodyMetricsExamples.fsh;input/fsh/examples/CGMAndMetabolicExamples.fsh;input/fsh/extensions/BodyMetricsExtensions.fsh
SNOMED,52795006,Forehead structure,Forehead structure,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/profiles/VitalSignsProfiles.fsh
SNOMED,53120007,Upper limb,Upper limb structure,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SymptomValueSets.fsh
SNOMED,53410008,Beer,Beer,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,56851009,Maximum (qualifier value),Maximal,display-mismatch,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,tx display check: 'Maximum (qualifier value)' — Wrong Display Name 'Maximum (qualifier value)' for http://snomed.info/sct#56851009. Valid ,input/fsh/terminology/SharedQualifierValueSets.fsh
SNOMED,58158008,Stable (qualifier value),Stable,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/examples/FitnessActivityExamples.fsh;input/fsh/terminology/SharedQualifierValueSets.fsh;input/fsh/valuesets/SymptomValueSets.fsh
SNOMED,61685007,Lower limb,Lower limb structure,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SymptomValueSets.fsh
SNOMED,61686008,Physical exercise | Physical exercise (regime/therapy),Physical exercise,display-mismatch,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,tx display check: 'Physical exercise (regime/therapy)' — Wrong Display Name 'Physical exercise (regime/therapy)' for http://snomed.info/sct#6168600,input/fsh/terminology/ConceptMapPhysicalActivityToSNOMED.fsh;input/fsh/valuesets/ActivityTypeVS.fsh
SNOMED,62482003,Low (qualifier value),Low,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/SharedQualifierValueSets.fsh
SNOMED,64299003,Relaxation training therapy (regime/therapy),Relaxation training therapy,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ConceptMapMindfulnessToSNOMED.fsh
SNOMED,66562002,Cigarette smoking tobacco,Cigarette smoking tobacco,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,6736007,Moderate (severity modifier),Moderate severity,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/SharedQualifierValueSets.fsh
SNOMED,68130003,Physical activity | Physical activity (observable entity),Physical activity,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ConceptMapPhysicalActivityToSNOMED.fsh;input/fsh/valuesets/ActivityTypeVS.fsh
SNOMED,69536005,Head,Head structure,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SymptomValueSets.fsh
SNOMED,699200007,Pittsburgh sleep quality index,Pittsburgh sleep quality index,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/profiles/questionnaires/SleepQuestionnaires.fsh
SNOMED,703842006,Amphetamine,Amphetamine,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,Vocab2: not a standard concept,input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,704323007,Process duration,Process duration,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,Vocab2: not a standard concept,input/fsh/examples/MindfulnessCompleteExamples.fsh;input/fsh/examples/MindfulnessExamples.fsh;input/fsh/profiles/observations/activity/MindfulnessProfiles.fsh
SNOMED,706689003,Application programme software,Application program software,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/examples/DeviceExamples.fsh;input/fsh/examples/RoundTripValidationExamples.fsh;input/fsh/profiles/WearableDeviceProfiles.fsh
SNOMED,706767009,Patient data recorder,Patient data recorder,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/examples/BodyMetricsExamples.fsh;input/fsh/extensions/BodyMetricsExtensions.fsh
SNOMED,707166002,Alcohol reduction program,Alcohol reduction program,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSInterventionRecommendations.fsh
SNOMED,707848009,Patient denies drug use (finding),Patient denies drug use,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,710081004,Smoking cessation therapy,Smoking cessation therapy,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSInterventionRecommendations.fsh
SNOMED,719858009,Telehealth monitoring,Telehealth monitoring,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSInterventionRecommendations.fsh
SNOMED,722495000,Hookah pipe,Hookah pipe,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,Vocab2: not a standard concept,input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,722496004,Cigarette,Cigarette,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,Vocab2: not a standard concept,input/fsh/examples/SubstanceUseExamples.fsh
SNOMED,722498003,Electronic cigarette,Electronic cigarette,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,Vocab2: not a standard concept,input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,723505004,Low risk (qualifier value),Low risk,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/examples/MobilityExamples.fsh;input/fsh/examples/SocialInteractionExamples.fsh;input/fsh/examples/SubstanceUseExamples.fsh;input/fsh/terminology/SharedQualifierValueSets.fsh
SNOMED,723509005,High risk (qualifier value),High risk,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/examples/SocialInteractionExamples.fsh;input/fsh/terminology/SharedQualifierValueSets.fsh
SNOMED,733810001,Support for self-management,Support for self-management,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSInterventionRecommendations.fsh
SNOMED,73775008,Morning | Morning (qualifier value),Morning,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/extensions/BodyMetricsExtensions.fsh;input/fsh/valuesets/SymptomValueSets.fsh
SNOMED,74262004,Oral cavity structure,Oral cavity structure,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/profiles/VitalSignsProfiles.fsh
SNOMED,75540009,High (qualifier value),High,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/examples/ExtensionAndSubstanceExamples.fsh;input/fsh/terminology/SharedQualifierValueSets.fsh
SNOMED,77176002,Smoker (finding),Smoker,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,Vocab2: not a standard concept,input/fsh/valuesets/GPSCompatibleSNOMEDVS.fsh;input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,81548002,Elevated mood,Elevated mood,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/examples/MindfulnessCompleteExamples.fsh;input/fsh/valuesets/MoodValueSet.fsh
SNOMED,818983003,Abdomen,Abdomen,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SymptomValueSets.fsh
SNOMED,82248001,Euthymic mood,Euthymic mood,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/MoodValueSet.fsh
SNOMED,82581004,Former drinker (finding),Ex-drinker,display-mismatch,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,tx display check: 'Former drinker (finding)' — Wrong Display Name 'Former drinker (finding)' for http://snomed.info/sct#82581004. Valid d,input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,84229001,Fatigue,Fatigue,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/examples/SymptomExamples.fsh
SNOMED,84498003,Pipe smoking tobacco,Pipe smoking tobacco,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,8517006,Ex-smoker (finding),Ex-smoker,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,Vocab2: not a standard concept,input/fsh/examples/SubstanceUseExamples.fsh;input/fsh/valuesets/GPSCompatibleSNOMEDVS.fsh;input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,86290005,Respiratory rate | Respiratory rate [SNOMED],Respiratory rate,display-mismatch,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,tx display check: 'Respiratory rate [SNOMED]' — Wrong Display Name 'Respiratory rate [SNOMED]' for http://snomed.info/sct#86290005. Valid ,input/fsh/examples/PhysicalActivityExamples.fsh;input/fsh/terminology/ConceptMapHRVToOMOP.fsh
SNOMED,86933000,Heavy drinker,Heavy drinker,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/examples/SubstanceUseExamples.fsh;input/fsh/valuesets/SubstanceUseValueSets.fsh
SNOMED,87915002,Married,Married,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/examples/SocialInteractionExamples.fsh;input/fsh/profiles/FamilyStructureProfile.fsh
SNOMED,91470000,Axillary region structure,Axillary region structure,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/profiles/VitalSignsProfiles.fsh
SNOMED,9651007,Long QT syndrome (disorder),Long QT syndrome,active,2026-09-15,Vocab2 OMOP snapshot;tx.fhir.org,Vocab2 SNOMED 2025-02-01 SNOMED CT International Edition;tx SNOMED http://snomed.info/sct/900000000000207008/version/20250201,local-snapshot;txfhir,,input/fsh/profiles/ECGProfiles.fsh
UCUM,L/min,liters per minute,liter per minute,display-mismatch,2026-09-15,Athena OMOP snapshot;ucum.nlm.nih.gov validator;tx.fhir.org,Athena UCUM snapshot 2026-01-21;tx UCUM 2.2,local-snapshot;owner-api;txfhir,tx display check: 'liters per minute' — Wrong Display Name 'liters per minute' for http://unitsofmeasure.org#L/min. Valid display ,input/fsh/profiles/RecoveryVO2maxProfiles.fsh
UCUM,d,Days,day,display-mismatch,2026-09-15,Athena OMOP snapshot;ucum.nlm.nih.gov validator;tx.fhir.org,Athena UCUM snapshot 2026-01-21;tx UCUM 2.2,local-snapshot;owner-api;txfhir,tx display check: 'Days' — Wrong Display Name 'Days' for http://unitsofmeasure.org#d. Valid display is one of 2 choic,input/fsh/valuesets/SymptomValueSets.fsh
UCUM,h,Hours,hour,display-mismatch,2026-09-15,Athena OMOP snapshot;ucum.nlm.nih.gov validator;tx.fhir.org,Athena UCUM snapshot 2026-01-21;tx UCUM 2.2,local-snapshot;owner-api;txfhir,tx display check: 'Hours' — Wrong Display Name 'Hours' for http://unitsofmeasure.org#h. Valid display is one of 2 choi,input/fsh/valuesets/SymptomValueSets.fsh
UCUM,mL/kg/min,milliliters per kilogram per minute,milliliter per kilogram per minute,display-mismatch,2026-09-15,Athena OMOP snapshot;ucum.nlm.nih.gov validator;tx.fhir.org,Athena UCUM snapshot 2026-01-21;tx UCUM 2.2,local-snapshot;owner-api;txfhir,tx display check: 'milliliters per kilogram per minute' — Wrong Display Name 'milliliters per kilogram per minute' for http://unitsofmeasure.org#mL/,input/fsh/profiles/RecoveryVO2maxProfiles.fsh
UCUM,mg/dL,milligrams per deciliter,milligram per deciliter,display-mismatch,2026-09-15,Athena OMOP snapshot;ucum.nlm.nih.gov validator;tx.fhir.org,Athena UCUM snapshot 2026-01-21;tx UCUM 2.2,local-snapshot;owner-api;txfhir,tx display check: 'milligrams per deciliter' — Wrong Display Name 'milligrams per deciliter' for http://unitsofmeasure.org#mg/dL. Valid d,input/fsh/profiles/CGMProfile.fsh
UCUM,min,Minutes,minute,display-mismatch,2026-09-15,Athena OMOP snapshot;ucum.nlm.nih.gov validator;tx.fhir.org,Athena UCUM snapshot 2026-01-21;tx UCUM 2.2,local-snapshot;owner-api;txfhir,tx display check: 'Minutes' — Wrong Display Name 'Minutes' for http://unitsofmeasure.org#min. Valid display is one of 2 ,input/fsh/valuesets/SymptomValueSets.fsh
UCUM,mmol/L,millimoles per liter,millimole per liter,display-mismatch,2026-09-15,Athena OMOP snapshot;ucum.nlm.nih.gov validator;tx.fhir.org,Athena UCUM snapshot 2026-01-21;tx UCUM 2.2,local-snapshot;owner-api;txfhir,tx display check: 'millimoles per liter' — Wrong Display Name 'millimoles per liter' for http://unitsofmeasure.org#mmol/L. Valid disp,input/fsh/profiles/CGMProfile.fsh
UCUM,mo,Months,month,display-mismatch,2026-09-15,Athena OMOP snapshot;ucum.nlm.nih.gov validator;tx.fhir.org,Athena UCUM snapshot 2026-01-21;tx UCUM 2.2,local-snapshot;owner-api;txfhir,tx display check: 'Months' — Wrong Display Name 'Months' for http://unitsofmeasure.org#mo. Valid display is one of 2 ch,input/fsh/valuesets/SymptomValueSets.fsh
UCUM,wk,Weeks,week,display-mismatch,2026-09-15,Athena OMOP snapshot;ucum.nlm.nih.gov validator;tx.fhir.org,Athena UCUM snapshot 2026-01-21;tx UCUM 2.2,local-snapshot;owner-api;txfhir,tx display check: 'Weeks' — Wrong Display Name 'Weeks' for http://unitsofmeasure.org#wk. Valid display is one of 2 cho,input/fsh/valuesets/SymptomValueSets.fsh
