system,code,display_in_ig,official_display,status,verified_on,verified_via,source_version,method,note,files
LOINC,19868-9,Forced vital capacity [Volume] Respiratory system,Forced vital capacity [Volume] Respiratory system by Spirometry,display-mismatch,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,tx display check: 'Forced vital capacity [Volume] Respiratory system' — Wrong Display Name 'Forced vital capacity [Volume] Respiratory system' for http://loinc.or,input/fsh/terminology/ConceptMapVendorToLOINC.fsh
LOINC,1988-5,C reactive protein [Mass/volume] in Serum or Plasma,C reactive protein [Mass/volume] in Serum or Plasma,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/InflammatoryMarkersExamples.fsh;input/fsh/profiles/InflammatoryMarkersProfiles.fsh;input/fsh/terminology/ValueSetCDSSLabRecommendations.fsh
LOINC,1989-3,25-hydroxyvitamin D3 [Mass/volume] in Serum or Plasma,25-hydroxyvitamin D3 [Mass/volume] in Serum or Plasma,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSLabRecommendations.fsh
LOINC,19935-6,Maximum expiratory gas flow Respiratory system airway,Maximum expiratory gas flow Respiratory system airway by Peak flow meter,display-mismatch,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,tx display check: 'Maximum expiratory gas flow Respiratory system airway' — Wrong Display Name 'Maximum expiratory gas flow Respiratory system airway' for http://loin,input/fsh/terminology/ConceptMapVendorToLOINC.fsh
LOINC,20150-9,FEV1,FEV1,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/terminology/ConceptMapVendorToLOINC.fsh
LOINC,2284-8,Folate [Mass/volume] in Serum or Plasma,Folate [Mass/volume] in Serum or Plasma,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSLabRecommendations.fsh
LOINC,2339-0,Glucose [Mass/volume] in Blood,Glucose [Mass/volume] in Blood,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/terminology/ConceptMapVendorToLOINC.fsh
LOINC,2345-7,Glucose [Mass/volume] in Serum or Plasma,Glucose [Mass/volume] in Serum or Plasma,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/terminology/ConceptMapCGMToOMOP.fsh
LOINC,24323-8,Comprehensive metabolic 2000 panel - Serum or Plasma,Comprehensive metabolic 2000 panel - Serum or Plasma,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSLabRecommendations.fsh
LOINC,26848-2,Interleukin 10 [Mass/volume] in Serum or Plasma,Interleukin 10 [Mass/volume] in Serum or Plasma,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/InflammatoryMarkersExamples.fsh;input/fsh/profiles/InflammatoryMarkersProfiles.fsh
LOINC,26881-3,Interleukin 6 [Mass/volume] in Serum or Plasma,Interleukin 6 [Mass/volume] in Serum or Plasma,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/InflammatoryMarkersExamples.fsh;input/fsh/profiles/InflammatoryMarkersProfiles.fsh
LOINC,2708-6,Oxygen saturation in Arterial blood,Oxygen saturation in Arterial blood,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/VitalSignsExamples.fsh;input/fsh/profiles/VitalSignsProfiles.fsh;input/fsh/terminology/ValueSetLOINCObservations.fsh
LOINC,29463-7,Body weight,Body weight,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/BodyMetricsExamples.fsh;input/fsh/extensions/BodyMetricsExtensions.fsh;input/fsh/profiles/BodyMetricsProfiles.fsh;input/fsh/terminology/ConceptMapVendorToLOINC.fsh;input/fsh/terminology/ValueSetLOINCObservations.fsh;input/fsh/valuesets/ReproductiveValueSets.fsh
LOINC,29762-2,Social history note,Social history Narrative,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/SocialHistoryExamples.fsh;input/fsh/profiles/IPSLifestyleMedicineComposition.fsh
LOINC,3016-3,Thyrotropin [Units/volume] in Serum or Plasma,Thyrotropin [Units/volume] in Serum or Plasma,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSLabRecommendations.fsh
LOINC,30522-7,C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method,C reactive protein [Mass/volume] in Serum or Plasma by High sensitivity method,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/CGMAndMetabolicExamples.fsh;input/fsh/examples/InflammatoryMarkersExamples.fsh;input/fsh/profiles/InflammatoryMarkersProfiles.fsh
LOINC,30525-0,Age,Age,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/BulkExportGroup.fsh
LOINC,3074-2,Tumor necrosis factor.alpha [Mass/volume] in Serum or Plasma,Tumor necrosis factor.alpha [Mass/volume] in Serum or Plasma,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/InflammatoryMarkersExamples.fsh;input/fsh/profiles/InflammatoryMarkersProfiles.fsh
LOINC,30954-2,Relevant diagnostic tests/laboratory data Narrative,Relevant diagnostic tests/laboratory data Narrative,display-mismatch,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,tx display check: 'Relevant diagnostic tests/laboratory data Narrative' — Wrong Display Name 'Relevant diagnostic tests/laboratory data Narrative' for http://loinc.,input/fsh/profiles/IPSLifestyleMedicineComposition.fsh
LOINC,3144-3,Last menstrual period duration,Last menstrual period duration,active,2026-09-16,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/observations/social-history/ReproductiveObservation.fsh
LOINC,33211-4,Interleukin 8 [Mass/volume] in Serum or Plasma,Interleukin 8 [Mass/volume] in Serum or Plasma,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/InflammatoryMarkersExamples.fsh;input/fsh/profiles/InflammatoryMarkersProfiles.fsh
LOINC,33762-6,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,Natriuretic peptide.B prohormone N-Terminal [Mass/volume] in Serum or Plasma,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/InflammatoryMarkersProfiles.fsh
LOINC,34534-8,12 lead EKG panel,12 lead EKG panel,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSLabRecommendations.fsh
LOINC,39156-5,Body mass index (BMI) [Ratio],Body mass index (BMI) [Ratio],active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/BodyMetricsExamples.fsh;input/fsh/profiles/BodyMetricsProfiles.fsh;input/fsh/terminology/ConceptMapVendorToLOINC.fsh;input/fsh/terminology/ValueSetLOINCObservations.fsh
LOINC,40442-6,Heart rate --post exercise,Heart rate --post exercise,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/terminology/ValueSetLOINCObservations.fsh
LOINC,40443-4,Heart rate --resting,Heart rate --resting,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/VitalSignsProfiles.fsh;input/fsh/terminology/ConceptMapHRVToOMOP.fsh;input/fsh/terminology/ConceptMapVendorToLOINC.fsh;input/fsh/terminology/ValueSetLOINCObservations.fsh
LOINC,41653-7,Glucose [Mass/volume] in Capillary blood by Glucometer,Glucose [Mass/volume] in Capillary blood by Glucometer,active,2026-09-16,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/CGMAndMetabolicExamples.fsh;input/fsh/profiles/CGMProfile.fsh
LOINC,41924-2,Heart rate 24 hour mean,Heart rate 24 hour mean,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/terminology/ConceptMapVendorToLOINC.fsh;input/fsh/terminology/ValueSetLOINCObservations.fsh
LOINC,41950-7,Number of steps in 24 hour Measured,Number of steps in 24 hour Measured,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/terminology/ConceptMapVendorToLOINC.fsh;input/fsh/terminology/ValueSetLOINCObservations.fsh
LOINC,41981-2,Calories burned,Calories burned,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/terminology/ConceptMapActivityToOMOP.fsh
LOINC,41982-0,Percentage of body fat Measured,Percentage of body fat Measured,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/BodyMetricsExamples.fsh;input/fsh/profiles/BodyMetricsProfiles.fsh;input/fsh/terminology/ConceptMapVendorToLOINC.fsh
LOINC,44973-6,QRS duration {Electrocardiograph lead},QRS duration {Electrocardiograph lead},active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/ECGExamples.fsh;input/fsh/profiles/ECGProfiles.fsh
LOINC,4537-7,Erythrocyte sedimentation rate,Erythrocyte sedimentation rate [Velocity] in Red Blood Cells by Westergren method,display-mismatch,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,tx display check: 'Erythrocyte sedimentation rate' — Wrong Display Name 'Erythrocyte sedimentation rate' for http://loinc.org#4537-7. Valid dis,input/fsh/profiles/InflammatoryMarkersProfiles.fsh
LOINC,45404-1,Marital status,Marital status,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/FamilyStructureProfile.fsh
LOINC,4548-4,Hemoglobin A1c/Hemoglobin.total in Blood,Hemoglobin A1c/Hemoglobin.total in Blood,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/AgentExamples.fsh;input/fsh/terminology/ValueSetCDSSLabRecommendations.fsh
LOINC,46264-8,History of medical device use,History of medical device use,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/IPSLifestyleMedicineComposition.fsh
LOINC,47420-5,Functional status assessment note,Functional status assessment note,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/IPSLifestyleMedicineComposition.fsh
LOINC,47519-4,History of Procedures Document,History of Procedures Document,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/IPSLifestyleMedicineComposition.fsh
LOINC,48765-2,Allergies and adverse reactions Document,Allergies and adverse reactions Document,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/IPSLifestyleMedicineComposition.fsh
LOINC,49033-4,Menstrual History - Reported,Menstrual History - Reported,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/valuesets/ReproductiveValueSets.fsh
LOINC,55411-3,Exercise duration,Exercise duration,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/PhysicalActivityExamples.fsh;input/fsh/examples/RoundTripValidationExamples.fsh;input/fsh/profiles/PhysicalActivityProfile.fsh;input/fsh/profiles/SportSpecificProfiles.fsh;input/fsh/terminology/ConceptMapActivityToOMOP.fsh
LOINC,55423-8,Number of steps in unspecified time Pedometer,Number of steps in unspecified time Pedometer,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/PhysicalActivityExamples.fsh;input/fsh/examples/RoundTripValidationExamples.fsh;input/fsh/profiles/BulkExportGroup.fsh;input/fsh/profiles/PhysicalActivityProfile.fsh;input/fsh/terminology/ConceptMapActivityToOMOP.fsh;input/fsh/terminology/ConceptMapVendorToLOINC.fsh;input/fsh/terminology/ValueSetLOINCObservations.fsh
LOINC,55424-6,Calories burned in unspecified time Pedometer,Calories burned in unspecified time Pedometer,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/PhysicalActivityExamples.fsh;input/fsh/examples/RoundTripValidationExamples.fsh;input/fsh/profiles/PhysicalActivityProfile.fsh;input/fsh/profiles/SportSpecificProfiles.fsh
LOINC,55425-3,Heart rate unspecified time mean by Pedometer,Heart rate unspecified time mean by Pedometer,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/VitalSignsProfiles.fsh
LOINC,55430-3,Walking distance unspecified time Pedometer,Walking distance unspecified time Pedometer,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/PhysicalActivityExamples.fsh;input/fsh/examples/RoundTripValidationExamples.fsh;input/fsh/profiles/PhysicalActivityProfile.fsh;input/fsh/profiles/SportSpecificProfiles.fsh;input/fsh/terminology/ConceptMapActivityToOMOP.fsh
LOINC,57021-8,CBC W Auto Differential panel - Blood,CBC W Auto Differential panel - Blood,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSLabRecommendations.fsh
LOINC,58477-1,Pulmonary function study,Pulmonary function study,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSLabRecommendations.fsh
LOINC,59284-0,Consent Document,Consent Document,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/AIComplianceRoundTripBundle.fsh;input/fsh/examples/CFMExamples.fsh;input/fsh/extensions/MindfulnessSecurity.fsh
LOINC,59408-5,Oxygen saturation in Arterial blood by Pulse oximetry,Oxygen saturation in Arterial blood by Pulse oximetry,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/VitalSignsExamples.fsh;input/fsh/profiles/BulkExportGroup.fsh;input/fsh/profiles/VitalSignsProfiles.fsh;input/fsh/terminology/ConceptMapVendorToLOINC.fsh;input/fsh/terminology/ValueSetLOINCObservations.fsh
LOINC,60591-5,Patient summary Document,Patient summary Document,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/IPSLifestyleMedicineComposition.fsh
LOINC,60832-3,Room temperature,Room temperature,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/EnvironmentalExamples.fsh
LOINC,60842-2,Oxygen consumption (VO2),Oxygen consumption (VO2),active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/BulkExportGroup.fsh;input/fsh/profiles/RecoveryVO2maxProfiles.fsh
LOINC,61150-9,Subjective Narrative,Subjective Narrative,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/IPSLifestyleMedicineComposition.fsh
LOINC,62933-7,PhenX - social isolation protocol 181001,PhenX - social isolation protocol 181001,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/SocialInteractionExamples.fsh;input/fsh/profiles/LonelinessAssessmentProfile.fsh
LOINC,63512-8,How many people are living or staying at this address [#],How many people are living or staying at this address [#],active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/SocialInteractionExamples.fsh;input/fsh/profiles/FamilyStructureProfile.fsh;input/fsh/terminology/ConceptMapSocialToLOINC.fsh;input/fsh/terminology/ValueSetLOINCObservations.fsh
LOINC,63610-0,Age when first started smoking cigarettes fairly regularly,Age when first started smoking cigarettes fairly regularly,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/SubstanceUseProfile.fsh
LOINC,64098-7,Six minute walk test,Six minute walk test,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/MobilityExamples.fsh;input/fsh/profiles/MobilityProfiles.fsh
LOINC,64218-1,How many cigarettes do you smoke per day now [PhenX],How many cigarettes do you smoke per day now [PhenX],active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/SubstanceUseExamples.fsh;input/fsh/profiles/SubstanceUseProfile.fsh
LOINC,64394-0,PhenX - perceived stress protocol 180801,PhenX - perceived stress protocol 180801,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/StressExamples.fsh;input/fsh/profiles/StressLevelProfile.fsh
LOINC,64699-2,"During ages 18-22 what was the pattern of your menstrual cycles, excluding time around pregnancies [PhenX]","During ages 18-22 what was the pattern of your menstrual cycles, excluding time around pregnancies [PhenX]",active,2026-09-16,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/observations/social-history/ReproductiveObservation.fsh
LOINC,66855-8,How often do you feel that you lack companionship,How often do you feel that you lack companionship,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/terminology/ConceptMapSocialToLOINC.fsh;input/fsh/terminology/ValueSetLOINCObservations.fsh
LOINC,66857-4,How often do you feel alone | How often do you feel alone [UCLA Loneliness v3],How often do you feel alone [UCLA Loneliness v3],display-mismatch,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,tx display check: 'How often do you feel alone' — Wrong Display Name 'How often do you feel alone' for http://loinc.org#66857-4. Valid displ,input/fsh/profiles/LonelinessAssessmentProfile.fsh;input/fsh/terminology/ConceptMapSocialToLOINC.fsh;input/fsh/terminology/ValueSetLOINCObservations.fsh
LOINC,66867-3,How often do you feel isolated from others,How often do you feel isolated from others,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/LonelinessAssessmentProfile.fsh;input/fsh/terminology/ConceptMapSocialToLOINC.fsh;input/fsh/terminology/ValueSetLOINCObservations.fsh
LOINC,68518-0,How often do you have a drink containing alcohol,How often do you have a drink containing alcohol,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/SubstanceUseExamples.fsh;input/fsh/profiles/SubstanceUseProfile.fsh
LOINC,68519-8,How many standard drinks containing alcohol do you have on a typical day,How many standard drinks containing alcohol do you have on a typical day,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/SubstanceUseExamples.fsh;input/fsh/profiles/SubstanceUseProfile.fsh
LOINC,68520-6,How often do you have 6 or more drinks on 1 occasion,How often do you have 6 or more drinks on 1 occasion,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/SubstanceUseExamples.fsh;input/fsh/profiles/SubstanceUseProfile.fsh
LOINC,68524-8,How many times in the past year have you used an illegal drug or used a prescription medication for non-medical reasons,How many times in the past year have you used an illegal drug or used a prescription medication for non-medical reasons,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/SubstanceUseExamples.fsh;input/fsh/profiles/SubstanceUseProfile.fsh
LOINC,71426-1,C reactive protein [Mass/volume] in Blood by High sensitivity method,C reactive protein [Mass/volume] in Blood by High sensitivity method,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/AIComplianceExamples.fsh;input/fsh/examples/AIComplianceRoundTripBundle.fsh
LOINC,72166-2,Tobacco smoking status,Tobacco smoking status,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/SubstanceUseExamples.fsh;input/fsh/profiles/SubstanceUseProfile.fsh
LOINC,72514-3,Pain severity - 0-10 verbal numeric rating [Score] - Reported,Pain severity - 0-10 verbal numeric rating [Score] - Reported,active,2026-09-16,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/observations/social-history/ReproductiveObservation.fsh
LOINC,73965-6,Body muscle mass/Body weight Measured,Body muscle mass/Body weight Measured,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/BodyMetricsExamples.fsh;input/fsh/profiles/BodyMetricsProfiles.fsh
LOINC,73985-4,Exercise activity,Exercise activity,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/IPSLifestyleMedicineComposition.fsh;input/fsh/profiles/SportSpecificProfiles.fsh
LOINC,74010-0,Date quit tobacco smoking,Date quit tobacco smoking,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/SubstanceUseExamples.fsh;input/fsh/profiles/SubstanceUseProfile.fsh
LOINC,74013-4,Alcoholic drinks per day,Alcoholic drinks per day,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/profiles/SubstanceUseProfile.fsh;input/fsh/terminology/ConceptMapVendorToLOINC.fsh
LOINC,74204-9,Drug use [NTDS],Drug use [NTDS],active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/SubstanceUseExamples.fsh;input/fsh/profiles/SubstanceUseProfile.fsh
LOINC,75297-2,Fat intake 24 hour Estimated,Fat intake 24 hour Estimated,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/terminology/ConceptMapVendorToLOINC.fsh
LOINC,75626-2,Total score [AUDIT-C],Total score [AUDIT-C],active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/SubstanceUseExamples.fsh;input/fsh/profiles/SubstanceUseProfile.fsh
LOINC,75689-0,Iron panel - Serum or Plasma,Iron panel - Serum or Plasma,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/terminology/ValueSetCDSSLabRecommendations.fsh
LOINC,76282-3,Heart rate.beat-to-beat by EKG,Heart rate.beat-to-beat by EKG,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/ECGExamples.fsh;input/fsh/examples/ExtensionAndSubstanceExamples.fsh;input/fsh/profiles/ECGProfiles.fsh
LOINC,76506-5,Social connection and isolation panel,Social connection and isolation panel,active,2026-09-15,Athena OMOP snapshot;tx.fhir.org,Athena LOINC snapshot 2026-01-21;tx LOINC 2.82,local-snapshot;txfhir,,input/fsh/examples/SocialInteractionExamples.fsh;input/fsh/profiles/SocialInteractionProfile.fsh
